SMILES,n_np
OCC(=O)C12OC(O[C@H]1C[C@@H]1C2(C)C[C@H](O)[C@H]2[C@H]1CCC1=CC(=O)C=CC21C)(C)C,1
Cc1cccc(c1C)Cc1cnc[nH]1,1
C1CN2C(=N[C@H](C2)c2ccccc2)S1,1
C1CN2C(=NC[C@@H]2c2ccccc2)N1,1
C1CC[C@H](NC1)[C@H]1COC(O1)(c1ccccc1)c1ccccc1,1
CC(=O)OCC(=O)C1(O)CC[C@@H]2C1(C)C[C@H](Cl)C1([C@H]2CCC2=CC(=O)C=CC12C)Cl,1
CCN(CCNC(=O)c1cc(Cl)cc(c1OC)Cl)CC,1
CCCCOC[C@H](CN1C(=O)N(C[C@H](OC(=O)N)COCCCC)C(=O)C(C1=O)(CC)c1ccccc1)OC(=O)N,1
Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCN(CC1)CCNc1ccccc1,1
CN1CCC(C1)(C)CN1c2ccccc2Sc2c1cccc2,1
O=C1NC(=O)C(O1)(C)C,1
CN(CCn1cnc2c1c(=O)n(C)c(=O)n2C)C,1
C[C@H](N(C)C)Cc1ccccc1,1
CCCCCCCCCC1(C)OC[C@H](O1)COC(=O)N,1
O=C(CC(c1ccccc1)(c1ccccc1)O)NNC(=O)C,1
COC12CCC3(C[C@H]1C(O)(C)C)C14[C@@H]2Oc2c4c(CC3N(CC1)CC1CC1)ccc2O,1
CCc1c(OC)nc2n(c1C)cc(n2)C(=O)c1ccccc1,1
O=C(C12CC3C[C@H](C2)C[C@H](C1)C3)NCCc1ccc(c(c1)O)O,1
CCN1CC(C(C1=O)(c1ccccc1)c1ccccc1)CCN1CCOCC1,1
CNCC[C@@H](c1cccs1)Oc1cccc2c1cccc2,1
Fc1ccc(cc1)C(=O)C1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,1
O=C(CN1CCCC1=O)NNC(=O)CN1CCCC1=O,1
Cc1nccn1[C@H](c1ccccc1)C,1
CCN(C/C=c\1/c2ccccc2[nH]c2c1ccc(c2)Cl)CC,1
CCS(=O)(=O)CCN1C(=O)CN=C(c2c1ccc(c2)Cl)c1ccccc1F,1
Fc1ccc(cc1)c1ccc([nH]1)CN1CCN(CC1)c1cccc2c1occ2,1
N1CCN(CC1)c1cccc2c1OCCO2,1
OCCCC(=O)NCC(c1cccc(c1)OC)(CC)CC,1
COc1cc(OC[C@H](CN2CCN(CC2)c2ccccc2OC)O)cc(c1OC)OC,1
CCOC(=O)N(C1CC1)Cc1ccccc1,1
OC1CCN(CC1)c1ccc(nn1)c1ccc(cc1Cl)Cl,1
O=C1C=CC2(C(=C1)[C@@H](C)C[C@@H]1[C@@H]2[C@@H](O)CC2([C@H]1CCC2C(=O)C)C)C,1
O=C1NC2(O[C@H]1C)CCCC[C@@H]2Oc1cccc(c1)Cl,1
CN1CCC2=C(CC1)c1ccccc1N(c1c2cccc1)C,1
CCN1CCC[C@H]1CNC(=O)c1cc(ccc1OC)C(=O)C,1
CCN(CCn1cnc2c1c(=O)n(C)c(=O)n2C)CC,1
CCNC1=Nc2ccc(cc2[C@@H](S1)c1ccccc1)Cl,1
CCO[C@H]1c2ccccc2C(=O)N(c2c1cccc2)C,1
CCCl,1
CCC1(CC)C(=O)NC=C(C1=O)C,1
CCNC1(CCCCC1)c1ccccc1,1
CC[C@H](N1CCCC1=O)C(=O)N,1
OCCOCCOCCN1CCN(CC1)[C@H](c1ccc(cc1)Cl)c1ccccc1,1
CCn1c(CC)nn(c1=O)CCCN1CCN(CC1)c1cccc(c1)Cl,1
CCCC([C@@H]1CC23C=CC1(OC)[C@@H]1C43CCN(C2Cc2c4c(O1)c(O)cc2)C)(O)C,1
CCC1(OC[C@@H](O1)[C@@H]1CCCCN1)c1ccccc1,1
CC(=O)OCC(CCn1cnc2c1nc(N)nc2)COC(=O)C,1
CN(CCCn1c(=O)c2ccccc2c2c1cccc2)C,1
CCc1c(OC)nc2n(c1C)cc(n2)c1noc(n1)C,1
CCCCOC[C@H](CN1C(=O)NC(=O)C(C1=O)(CC)c1ccccc1)OC(=O)N,1
NC(=O)OCC(c1ccccc1)COC(=O)N,1
COc1ccc(cc1)OC[C@@H]1CN(C)CC[C@@H]1c1ccccc1,1
Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)C(=O)OC1CCCCC1,1
CC[C@@H](c1ccccc1)C(=O)OCCN1CCO[C@H]([C@@H]1C)c1ccccc1,1
CCN[C@H]1C2CCC(C1c1ccccc1)C2,1
CCCC/N=C(/c1ccccc1Cl)\c1cc(Cl)ccc1O,1
c1ccc(cc1)C[C@@H]1NCCc2c1[nH]c1c2cccc1,1
CC[C@@H]1C(=O)NC(=O)C1(C)c1ccccc1,1
Clc1ccc(cc1Cl)OCC1=NCCN1,1
C[C@@H]1NC(=O)CO[C@H]1c1ccccc1,1
O=C(NC1=NC(=O)CN1C)Nc1cccc(c1)Cl,1
CCNC1=NC(=O)[C@@H](O1)c1ccccc1,1
CC(c1ccc(cc1)Cl)(CC(O)(C)C)O,1
OCc1ccccc1c1nc(nn1C)c1cccnc1,1
Clc1ccc(cc1)OCC(=O)N1CCN(CC1)Cc1ccc2c(c1)OCO2,1
O[C@@H](c1ccccc1F)CNC(C)(C)C,1
CCN(C/C=C(/N1c2ccccc2Sc2c1cc(cc2)C(F)(F)F)\O)CC,1
COc1ccc(cc1C(=O)NC[C@@H]1CCCN1Cc1ccc(cc1)F)S(=O)(=O)N,1
CN1CCN(CC1)C1=c2cc(sc2=Nc2c(N1)cc(F)cc2)C,1
CCCCOC(=O)C(=O)C1[C@@H](C)C[C@@H]2C1(C)CC(O)[C@H]1[C@H]2C[C@@H](C2=CC(=O)C=CC12C)F,1
CCCCCC(=O)OCC(=O)C1[C@@H](C)C[C@@H]2C1(C)CC(O)[C@H]1[C@H]2C[C@@H](C2=CC(=O)C=CC12C)F,1
CCS(=O)(=O)c1ccc(cc1)F,1
CNCC[C@@H](c1ccccc1)Oc1ccc(cc1)C(F)(F)F,1
CCCCCCC(=O)OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,1
OCCOC1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,1
NC(=O)NCCN1CCN(CC1)c1cccc(c1)C(F)(F)F,1
Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1,1
OCCN1C(=O)CN2C(c3c1ccc(c3)Cl)(OCC2)c1ccccc1F,1
Clc1ccc2c(c1)C(=N[C@H](C(=O)N2C)O)c1ccccc1F,1
FCSC(=O)C1(O)[C@@H](C)C[C@@H]2C1(C)C[C@H](O)C1([C@H]2C[C@@H](C2=CC(=O)C=CC12C)F)F,1
FCSC(=O)C1(OC(=O)CC)[C@@H](C)C[C@@H]2C1(C)C[C@H](O)C1([C@H]2C[C@@H](C2=CC(=O)C=CC12C)F)F,1
OCCN1CCN(CC1)CCCN1c2ccsc2Sc2c1cc(cc2)C(F)(F)F,1
CCOC(=O)c1cncn1[C@H](c1ccc(cc1)F)C,1
Fc1ccc(cc1)[C@H](CCCN1CCc2c(C1)c1cc(F)ccc1n2c1ccc(cc1)F)O,1
NCCO/N=C(/c1ccc(cc1)C(F)(F)F)\CCCCOC,1
CNC(=O)N1CC(C1)Oc1cccc(c1)C(F)(F)F,1
Clc1ccc2c(c1)C(=NCC(=O)N2CP(=O)(C)C)c1ccccc1,1
NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,1
O=C1N(COP(=O)(O)O)C(=O)NC1(c1ccccc1)c1ccccc1,1
CN1CCN(CC1)CCC(=O)N1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,1
OCCN1CCN(CC1)CCC(=O)N1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,1
Clc1ccc2c(c1)N(CCCN1CCC(CC1)(O)[C@@H]1CCOC1=O)c1c(S2)cccc1,1
OCC/C(=C(\N(Cc1cnc(nc1N)C)C=O)/C)/SSC[C@@H]1CCCO1,1
COCc1c(ncc2c1c1c(cccc1[nH]2)Oc1ccc(cc1)Cl)C(=O)OC(C)C,1
CCC12CCN([C@H](C2(C)C)Cc2c1cc(O)cc2)CC1CC1,1
Fc1ccc2c(c1)c1CN(CCCc3cccnc3)CCc1[nH]2,1
COc1cc2c(cc1OC)CC(=NN=C2c1cccc(c1)Cl)C,1
OCC(=O)C1[C@@H](C)C[C@@H]2C1(C)C[C@H](F)C1([C@H]2C[C@@H](C2=CC(=O)C=CC12C)F)Cl,1
Fc1ccc(cc1)C(=O)NCCN1CCC(CC1)n1c(=O)[nH]c2c1ccc(c2)Cl,1
CCCCCCCCCC(=O)OC1(CCN(CC1)CCCC(=O)c1ccc(cc1)F)c1ccc(cc1)Cl,1
OCC(=O)C1(O)CC[C@@H]2C1(C)C[C@H](O)C1([C@H]2C[C@@H](C2=CC(=O)C(=CC12C)Br)F)F,1
O=C1Nc2ccc(cc2C2(N(C1)CCO2)c1ccccc1F)Br,1
CCCCC[C@@H](C(c1ccccc1)(c1ccccc1)O)N,1
OCCN1CC=CN(C=C1)CCCN1c2ccccc2C=Cc2c1cccc2,1
CCC(C1CC23C=CC1(OC)[C@@H]1C43CCN(C2Cc2c4c(O1)c(OC)cc2)CC1CC1)(O)C,1
O=C(OCC(=O)C1(O)CC[C@@H]2C1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CCC12C)CCC1CCCC1,1
NCCc1c(C)n(c2c1cc(O)cc2)Cc1ccc(cc1)OC,1
CCC(C(=O)N)(C(C)C)Br,1
Clc1ccc2c(c1)C(=NCC(=O)N2CCOCC1CC1)c1ccccc1,1
O=C(N1CCCCC1)/C=C/c1ccc2c(c1)OCO2,1
COc1cc(ccc1OCCCN1CCC(CC1)c1noc2c1ccc(c2)F)C(=O)C,1
Clc1ccc2c(c1)N(CCCN1CCN(CC1)CCN1CCN(C1=O)C)c1c(S2)cccc1,1
CN(CCN1CCN(C1=O)c1cccc(c1)Cl)C,1
CN(=O)(CCCN1c2ccccc2CCc2c1cccc2)C,1
C1CO[C@@H](CN1)COc1cccc2c1C=CC2,1
COc1ccc2c(c1)c(CC(=O)O)c(n2C(=O)c1ccc(cc1)Cl)C,1
CN(CCC1(C=Cc2c1cccc2)c1ccccc1)C,1
CC(NNC(=O)COc1ccc(cc1)Cl)C,1
CSc1c(Cl)nc(nc1N1CCN(CC1)C)NC(C)C,1
OCC(=O)C1(O)CC[C@@H]2C1(C)C[C@H](O)C1([C@H]2CCC2=CC(=O)C=CC12C)F,1
CC1=CC(=O)N2C(O1)(c1ccccc1)c1cc(Cl)ccc1N(C(=O)C2)C,1
CCC(=O)C1(CCN(CC1)C)c1cccc(c1)O,1
Clc1cnn(c1)CCCCN1CCN(CC1)c1ncccn1,1
Oc1ccc2c(c1)C13CCCC[C@@H]3C(C2)N(CC1)CC(=O)c1ccccc1,1
O=C1N(c2ccccc2)c2c(C1(Cc1ccncc1)Cc1ccncc1)cccc2,1
CNCCC=C1c2ccccc2C(c2c1cccc2)(C)C,1
Clc1ccc2c(c1)N(C(=O)CCN2)c1ccccc1,1
COc1ccc(c2c1CCC[C@@H]2N(C)C)Cl,1
Clc1ccc2c(n1)C(=N[C@H](C(=O)N2)O)c1ccccc1Cl,1
CN1CCN(CC1)/C=C/1\N=C2N(C1=O)c1ccc(cc1C(=NC2)c1ccccc1Cl)N(=O)=O,1
CCOC(=O)N1CCC(=C2c3ccc(cc3CCc3c2nccc3)Cl)CC1,1
Clc1ccc2c(c1)C(=N[C@H](C(=O)N2C)O)c1ccccc1Cl,1
FC(c1cccc(c1)N1CCN(CC1)CCc1nnc2n1C[C@@H]1[C@@H]2CCC1)(F)F,1
CN1C[C@@H]2C3CC(=O)NC2(CC1)Oc1c3cc(Cl)cc1,1
NCC(=O)NCC(=O)N(c1ccc(cc1C(=O)c1ccccc1Cl)Cl)C,1
COC1=CC(=O)O[C@H]1[C@H](c1ccccc1Cl)O,1
ClCOC(=O)C1(CC[C@@H]2C1(C)CC(O)[C@H]1[C@H]2CCC2=CC(=O)C=CC12C)OC(=O)OCC,1
CN1CCN(CC1)C1=Nc2ccccc2Oc2c1cc(Cl)cc2,1
Fc1ccc2c(c1)N(C)[C@@H](CNC(=O)c1cocc1)CN=C2c1ccccc1,1
Clc1ccc(cc1)C1(O)c2ccccc2C2=NCCN12,1
NN[C@H](c1ccccc1)C,1
CC[C@@H](C(COC(=O)N)(COC(=O)N)C)C,1
C[C@@H]1N=C(c2c(NC1=O)ccc(c2)N(=O)=O)c1ccccc1Cl,1
OCC(=O)C1(O)[C@@H](C)C[C@@H]2C1(C)C[C@H](Cl)C1([C@H]2CCC2=CC(=O)C=CC12C)Cl,1
O=C1CCC2(C(=C1)[C@@H](C)C[C@@H]1[C@@H]2[C@@H](O)CC2([C@H]1CCC2C(=O)C)C)C,1
CN(CCC=C1c2ccccc2C(c2c1cccc2)(C)C)C,1
CC1CCN(CC1)CCCC(=O)c1ccc(cc1)F,1
CC12C[C@@H]3CC(C1)(C)CC(C2)(C3)N,1
COc1ccccc1OC[C@@H]1CNC(=O)O1,1
COc1ccc2c(c1)C(O)(CCCN(C)C)c1c(S2)cccc1,1
c1ccc2c(c1)N(CC1CN3CCC1CC3)c1c(S2)cccc1,1
CC(=O)Nc1cccc(c1)O,1
Clc1cccc(c1)C(C(O)(C)C)(O)C,1
CN(CCN(c1ccccn1)Cc1cccs1)C,1
CCC1(CC)C(=O)NC(=O)N(C1=O)C,1
CCC[C@@H](C1(CCSC)C(=O)NC(=S)NC1=O)C,1
CC1=CC[C@H]2C34[C@H]1Oc1c4c(CC2N(CC3)C)ccc1O,1
CO[C@H]1CC[C@H]2C34[C@@H]1Oc1c4c(CC2N(CC3)C)ccc1O,1
CCC(=O)OC1(CC[C@@H]2C1(C)CC(O)[C@H]1[C@H]2C[C@@H](C2=CC(=O)C=CC12C)C)C(=O)COC(=O)C,1
CN1CCN(CC1)C1=Nc2ccccc2Sc2c1cc(C)cc2,1
COc1cc(cc(c1OC)OC)C(=O)OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2,1
NC(=O)C1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)S(=O)(=O)C,1
COC(=O)[C@H]1[C@H]2C[C@@H]3N(C[C@H]2C[C@@H]([C@H]1OC)OC)CCc1c3[nH]c2c1ccc(c2)OC,1
COc1ccc2c(c1)C(=Cc1c(O2)cccc1)N1CCN(CC1)C,1
COc1ccc2c(c1)c1CCN=C3c1n2CCN3C,1
O=C1Nc2ccc(cc2C2(N(C1)[C@@H](C)CO2)c1ccccc1Cl)Cl,1
Clc1ccc(c(c1)Cl)CO[C@@H](c1ccc(cc1Cl)Cl)Cn1cncc1,1
NC1=NC(NC1(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,1
CCCCCNCC(=O)N,1
CO/N=C/C1=CCCN(C1)C,1
O=C(c1ccc(cc1)Cl)NCCN1CCOCC1,1
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,1
ClCC(=O)C1(O)[C@@H](C)C[C@@H]2C1(C)C[C@H](O)C1([C@H]2CCC2=CC(=O)C=CC12C)Cl,1
CNCCCN1c2ccccc2C(c2c1cccc2)(C)C,1
O=C1CC(C(=O)N1CN1CCOCC1)(C)c1ccccc1,1
Clc1ccc2c(c1)N(CCCN1CCC3(CC1)C(=O)N[C@H]1N3CCCC1)c1ccccc1CC2,1
COCN1C(=O)CN=C(c2c1ccc(c2)N(=O)=O)c1ccccc1,1
CNC(=O)O[C@@H]1OC(=O)C2([C@@H]1C1C=CC2C1)C,1
O=C1C=CC(=c2[nH]nc(c(c2)C)NCCN2CCOCC2)C=C1,1
CCCCC[C@@H]([C@@H](c1cc(OC(=O)CCCN2CCCCCC2)c2c(c1)OC(C1=C2C[C@@H](C)CC1)(C)C)C)C,1
O=C(c1ccc2c(c1)cccc2)Cn1cncc1,1
O[C@H]1CCC2(C34[C@@H]1Oc1c4c(CC2N(CC3)CC2CCC2)ccc1O)O,1
CC(=CCN1CCC23C4(C1Cc1c3c(OC2C(=O)CC4)c(cc1)O)O)C,1
CN/C(=N\C)/Cc1ccc2c(c1)cccc2,1
C1=N[C@H](CN1)CC1=Cc2c(CC1)cccc2,1
O/N=C(/[C@@H](Oc1cccc2c1cccc2)C)\N,1
Fc1ccc2c(c1)onc2CCCN1CCC(CC1)n1c(=O)[nH]c2c1cccc2,1
O=C(NCc1ccccc1)CCNNC(=O)c1ccncc1,1
C[C@H](NC(=O)c1cccnc1)CCN1CCN(CC1)c1ccc(cc1)F,1
C/C=C\[C@H]1OC23CCC(O1)(C3(C)C[C@@H]([C@H]1[C@@H]2CCC2=CC(=O)CCC12C)O)C(=O)COC(=O)c1ccncc1,1
O=C(c1cccnc1)N1CCOCC1,1
NC(=O)c1cccnc1,1
CCN(C(=O)c1cccnc1)CC,1
CN1C(=O)CN=C(c2c1ccc(c2)N(=O)=O)c1ccccc1,1
CC[C@@H](C(COC(=O)N)(COC(=O)NC(C)C)C)C,1
CNCC[C@@H](c1ccccc1)Oc1ccccc1OC,1
CNC/C=C(\c1cccnc1)/c1ccc(cc1)Br,1
CN1C[C@@H](c2ccccc2)c2c(C1)c(N)ccc2,1
CCCCCCCCCNc1ncnc2c1cc[nH]2,1
FCC(F)(F)F,1
Oc1ccc2c(c1)C13CCCC[C@@H]3C(C2)NCC1,1
O[C@H]1C=C[C@H]2C34[C@@H]1Oc1c4c(CC2NCC3)ccc1O,1
O=C1CN=C(c2c(N1)ccc(c2)Cl)C1=CCCCC1,1
CN(CCON=C1c2ccccc2CCc2c1cccc2)C,1
Clc1ccc2c(c1)/C(=C/[C@H]1CN3CCC1CC3)/c1c(S2)cccc1,1
Fc1ccc2c(c1)onc2C1CCN(CC1)CCc1c(C)nc2n(c1=O)cccc2C,1
O=C(c1cnn2c1nccc2c1ccncc1)c1ccccn1,1
CCCCCC[C@@H](NN)C,1
Fc1ccc(cc1)[C@H]1CCN(C[C@H]1COc1ccc2c(c1)OCO2)CC(=O)c1ccc(cc1)F,1
CC(N1CCO[C@H](C1)c1ccc(cc1)C(F)(F)F)C,1
O=C1Cc2ccccc2N(c2c1cccc2)C(=O)N,1
C[C@H](N(=O)(Cc1ccccc1)C)Cc1ccccc1,1
NC(=O)CN1C[C@H](CC1=O)O,1
COC(=O)C1(O)CC[C@@H]2C1(C)C[C@H](O)[C@H]1[C@H]2CCC(=O)[C@@H]2C1(C)C=CC2=O,1
OC(=O)[C@H](Cc1c[nH]c2c1cc(O)cc2)N,1
O=C(N(C)C)COC1c2ccccc2CCc2c1cccc2,1
CC(CCC(=O)C[C@@H]1N(c2ccc3c(n2)nc(cc3)Cl)C(=O)c2c1cccc2)C,1
CC(n1c(=O)c2c(ncn2c2c1cccc2)c1noc(n1)C1CC1)C,1
O=C(c1cc(Cl)c(cc1OCC1CC1)N)N[C@@H]1CN2CCC1CC2,1
O=C(NC(=O)c1ccccc1)NC1CCN(CC1)Cc1ccc2c(c1)cccc2,1
C[C@@H]1O[C@H](C)O[C@H](O1)C,1
CC(=O)OCC(=O)C1(O)[C@@H](C)C[C@@H]2C1(C)CC(O)[C@H]1[C@H]2C[C@@H](C2=CC(=O)C=CC12C)F,1
CN(Cc1ccccc1)CC#C,1
Fc1ccc(cc1)[C@H]1CCNC[C@H]1COc1ccc2c(c1)OCO2,1
Clc1ccc2c(n1)nc(cc2)N1[C@@H](CC(=O)N2CCC3(CC2)OCCO3)c2c(C1=O)cccc2,1
Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC(CC1)(O)c1ccc(c(c1)C(F)(F)F)Cl,1
CC([C@@H](OC(=O)N)C)[C@@H](OC(=O)N)C,1
OCC1(CO)COC(OC1)C(Cl)(Cl)Cl,1
OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2,1
O[C@H](C(Cl)(Cl)Cl)OCC(CO[C@@H](C(Cl)(Cl)Cl)O)(CO[C@@H](C(Cl)(Cl)Cl)O)CO[C@@H](C(Cl)(Cl)Cl)O,1
O=C(Cc1ccccc1)NC(=O)N,1
Oc1ccc2c(c1)C1(C)CCN([C@@H](C2)[C@H]1C)CCc1ccccc1,1
CC[C@@H](c1ccccc1)C(=O)NC(=O)N,1
C[C@@H]1NCCO[C@H]1c1ccccc1,1
NN[C@H](COc1ccccc1)C,1
CN1C(=O)C[C@H](C1=O)c1ccccc1,1
OC(=O)c1ccccc1Oc1ccccc1,1
CCC1(CC)C(=O)NC(=O)N(C1=O)c1ccccc1,1
O=C(c1ccccn1)N1CCN(CC1)Cc1ccccc1,1
N1CCC(CC1)CCc1cc(nc2c1cccc2)c1ccccc1,1
OCCC1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(=O)C,1
O=C(C(c1ccccc1)(c1ccccc1)O)OCCN1CCCCC1,1
CN1CCN(CC1)c1nnc2c(c1)N(C)c1c(O2)cccc1,1
CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)S(=O)(=O)N(C)C,1
NC(=O)CN1CCCC1=O,1
CN(CCC1(C)OCCC2=C1c1ccccc1C2)C,1
N#CC(c1ccccc1)(c1ccccc1)CCN1CCC(CC1)(N1CCCCC1)C(=O)N,1
O=C(C(C)(C)C)NCCCC(=O)O,1
Clc1ccc2c(c1)C(=N[C@H](C(=O)N2)OC(=O)C(C)(C)C)c1ccccc1,1
O=C(CN1CCCC1=O)NCCN(C(C)C)C(C)C,1
O=C1NC(=O)C(C(=O)N1)(C[C@@H]1CCCCN1)c1ccccc1,1
CCN(CC(=O)OCC(=O)C1(O)CC[C@@H]2C1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)C=CC12C)CC,1
O=C(CC(C)(C)C)OCC(=O)C1(O)CC[C@@H]2C1(C)CC(O)[C@H]1[C@H]2CCC2=CC(=O)C=CC12C,1
OCC(=O)C1(O)C(=C)C[C@@H]2C1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)C=CC12C,1
O=C(O[C@H]1CCC2(C(=CC[C@@H]3[C@@H]2CCC2([C@H]3CCC2C(=O)C)C)C1)C)CCC(=O)O,1
CNNCc1ccc(cc1)C(=O)NC(C)C,1
CC[C@@H](C1CCCCC1)OC(=O)N,1
OC[C@H](CN1C(=O)CN=C(c2c1ccc(c2)Cl)c1ccccc1F)O,1
NC(=O)CCC/N=C(\c1cc(F)ccc1O)/c1ccc(cc1)Cl,1
CCC[C@H](N1CCCC1)Cc1ccccc1,1
OC[C@H]1COC(O1)(C(C)C)C(C)C,1
CCN(CC(=O)Oc1ccc(cc1)NC(=O)C)CC,1
[CH2-][CH-]C,1
C[C@H](N(C)C)Cn1c(=O)c2cccnc2[nH]c2c1cccc2,1
CC(c1cccc(c1O)C(C)C)C,1
CCC(=O)C1(CCN(CC1)CCCC(=O)c1ccc(cc1)F)N1CCCCC1,1
CN(CCC=C1c2ccccc2Sc2c1cccc2)C,1
C=CCC1(C[C@@H](O)C)C(=O)NC(=O)NC1=O,1
C[C@@H](Cn1cnc2c1c(=O)n(C)c(=O)n2C)O,1
CN(CCc1c[nH]c2c1c(ccc2)OP(=O)(O)O)C,1
n1ccc(cc1)c1cc2c(o1)cccc2,1
OCCOCCN1CCN(CC1)C1=Nc2ccccc2Sc2c1cccc2,1
CCCN1C[C@H](C[C@H]2[C@@H]1Cc1cccc(c1C2)O)NS(=O)(=O)N(CC)CC,1
CN(CCOC1(CC2C(C1(C)CC2)(C)C)Cc1ccccc1)C,1
C#CCN[C@H]1CCc2c1cccc2,1
Clc1ccc2c(c1)C(=NCCN2C1=NC(=O)CO1)c1ccccc1Cl,1
NCC(=O)NC(c1ccccc1)(Cc1ccccc1)C,1
COC(=O)C1(CCN(CC1)CCC(=O)OC)N(c1ccccc1)C(=O)CC,1
CCC(=O)C1(O)CC[C@@H]2C1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CCC12C,1
CCOC(=O)Nc1ccc(cc1N)NCc1ccc(cc1)F,1
CN1[C@H]2CC[C@H]1C[C@@H](C2)NC(=O)N1CC(c2c1cccc2)(C)C,1
NCC(=O)NCc1nc(nn1c1ccc(cc1C(=O)c1ccccc1Cl)Cl)C(=O)N(C)C,1
C[C@H]1CN(CCCn2c3ccccc3c3c2cccc3)C[C@@H](N1)C,1
CCn1nc(c2c1C(=NCC(=O)N2)c1ccccc1)C,1
CC(OCC(OCn1cnc2c1nc(N)nc2)COC(C)C)C,1
O=C1CCN=C2N1C[C@@H](C2)c1ccccc1,1
O=C([C@@H]1CCC(=O)N1)N[C@H]1C[C@H]1c1ccccc1,1
COc1ccc(cc1OC1CCCC1)[C@H]1CNC(=O)C1,1
Fc1cccc(c1N=C1NCCN1)Br,1
Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)CC(=O)N(C2=O)C,1
NC(=O)c1ccccc1O,1
Oc1ccccc1C(=O)Oc1ccccc1C(=O)O,1
CCCCCCN1CCC(CC1)(c1ccccc1)C(=O)N(CC)C,1
CCCC(=O)N(Cc1c(nc2n1cccc2)c1ccc(cc1)Cl)C,1
Clc1ccc2c(c1)c(cn2c1ccc(cc1)F)C1CCN(CC1)CCN1CCNC1=O,1
CN1CCC2=C(C1)c1ccccc1Cc1c2cccc1,1
c1ccc(cn1)CC1(Cc2ccncc2)c2cccnc2c2c1cccn2,1
CC(C[C@@H](C1(CCC1)c1ccc(cc1)Cl)N(C)C)C,1
CN1CCN(CC1)c1ccccc1Cc1ccccc1,1
Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1,1
Fc1ccc(cc1)OCCCN1CCC2(CC1)C(=O)NCN2c1ccccc1,1
CN(C[C@H]1COC2(O1)c1ccccc1OCc1c2cccc1)C,1
CCN(C(=O)N1CCN(CC1)CCCc1nc2c(n1C)c(=O)n(c(=O)n2C)C)CC,1
O[C@H](C(C)(C)C)/C=C/c1ccc2c(c1)OCO2,1
O=C1C[C@H](C(=O)N1c1ccc(cc1Cl)S(=O)(=O)N)c1ccccc1,1
CCS(=O)(=O)C(S(=O)(=O)CC)(C)C,1
COc1ccc(cc1C(=O)NC[C@@H]1CCCN1C)S(=O)(=O)N,1
O=S1(=O)CCCCN1c1ccc(cc1)S(=O)(=O)N,1
CCN1CCC[C@H]1CNC(=O)c1cc(ccc1OC)S(=O)(=O)CC,1
O=C1CCC(=O)N1C[C@H]1CC[C@@H]2N(C1)CCN(C2)c1ncccn1,1
CCC(=O)N1CCN(CC1)C(=O)OC1N(c2ccc3c(n2)nc(cc3)Cl)C(=O)C2=C1SCCS2,1
CN1CCN(CC1)C(=O)OC1N(c2ccc3c(n2)nc(cc3)Cl)C(=O)C2=C1SCCS2,1
Fc1cccc(c1)c1nn(c(=S)n1C)C,1
O=C1CC[C@@H](C(=O)N1)N1C(=O)[C@@H]2[C@@H](C1=O)C1CC2CC1,1
CNCCCC1(OC(c2c1cccc2)(C)C)c1ccccc1,1
CNCCCC1(SC(c2c1cccc2)(C)C)c1ccccc1,1
CC(NS(=O)(=O)CCN1C(=O)c2c(C1=O)cccc2)C,1
Cn1c(=O)n(C)c2c(c1=O)n(CCN1CCC(CC1)c1c[nH]c3c1cccc3)cn2,1
CN[C@H]1CC[C@H](c2c1cccc2)c1ccccc1,1
CSCc1cnc(c(c1CNCC)O)C,1
COc1cc(ccc1OC)[C@@H](CN1CCN(CC1)C(c1ccccc1)c1ccccc1)O,1
CCn1c2ccccc2c2c1C(C)(SCC2)CCN(C)C,1
COc1nc2nc(cn2c2c1CCCC2)c1noc(n1)C,1
